"net_tfa","age","inc","fsize","educ","db","marr","twoearn","e401","p401","pira","hown"
4700,30,44352,4,13,0,1,1,1,0,1,1
19328,30,9894,1,17,0,0,0,1,1,1,1
3600,43,26682,5,12,1,1,0,1,1,0,1
-400,38,17700,1,12,0,0,0,0,0,0,1
25800,46,95580,2,16,0,1,1,1,1,1,1
-200,43,11931,7,6,0,1,1,0,0,0,0
14699,25,26400,1,9,0,0,0,0,0,0,0
60024,47,40200,3,14,1,1,1,1,1,0,1
3225,46,40362,4,12,1,1,1,1,1,0,0
8520,46,47655,2,16,1,1,1,1,0,0,1
58100,45,32250,2,14,0,0,0,0,0,1,1
0,64,7674,1,2,0,0,0,0,0,0,0
-5365,42,72039,3,16,1,0,0,0,0,0,1
39036,42,29289,3,14,1,0,0,1,1,0,1
79518,39,34950,2,14,0,0,0,1,1,0,1
200,33,17454,1,13,0,0,0,0,0,0,0
400,40,16374,2,12,0,0,0,1,0,0,0
0,47,8694,1,8,0,0,0,0,0,0,1
401936,54,69318,3,12,1,1,1,1,0,1,1
700,31,17040,3,15,0,1,1,0,0,1,0
134069,43,70545,6,18,0,1,0,1,1,1,1
43036,38,41334,1,18,1,0,0,1,1,1,0
40199,55,39975,2,12,0,1,1,0,0,1,1
108700,46,49200,1,16,0,0,0,0,0,0,1
0,28,17700,1,10,0,0,0,0,0,0,0
34574,52,75759,2,18,1,1,1,1,1,1,1
0,45,4590,1,12,0,0,0,0,0,0,0
46850,43,43788,3,13,1,0,0,1,1,1,1
1400,41,29121,4,12,1,1,1,1,1,0,1
-3475,45,50070,6,14,0,1,1,1,1,0,1
0,33,18621,1,12,0,0,0,0,0,0,1
-400,35,26370,4,12,1,1,1,1,0,0,1
-11501,46,33726,4,6,0,1,1,0,0,0,1
51000,46,80700,4,14,0,1,1,1,1,1,1
4199,38,42906,4,12,0,1,0,0,0,0,1
-3158,41,14040,2,12,0,0,0,0,0,0,1
40999,32,68169,4,18,1,1,1,0,0,1,1
84649,45,16182,1,12,1,0,0,1,1,0,0
54849,55,26193,2,10,0,1,0,0,0,1,1
6300,26,35820,1,13,0,0,0,0,0,0,0
-7451,40,17880,3,12,0,0,0,0,0,0,0
13493,34,53562,1,17,0,0,0,0,0,0,0
74972,41,86847,5,16,0,1,1,1,1,1,1
37800,57,11520,3,14,1,0,0,1,1,1,1
0,43,17844,3,8,1,0,0,0,0,0,0
-5000,34,22812,1,16,1,0,0,1,0,0,0
105000,40,101226,6,16,0,1,0,1,1,1,1
0,47,37800,2,14,0,0,0,0,0,0,1
6100,56,26100,3,12,0,1,0,1,1,0,1
-727,28,8679,3,12,0,1,0,1,1,0,1
19550,42,91383,4,12,0,1,1,1,1,0,1
1000,40,17106,2,12,0,1,0,0,0,0,1
2750,29,33630,4,1,1,1,1,0,0,0,1
-4501,36,19251,3,12,0,1,0,0,0,0,0
-2160,35,23073,3,12,0,0,0,0,0,1,1
-13551,34,62703,4,13,0,1,1,0,0,0,1
345603,52,110952,5,12,0,1,1,0,0,1,1
20,53,9744,1,12,0,1,0,0,0,0,0
37348,55,36720,2,8,0,1,1,1,1,1,1
-18880,35,42930,3,16,0,1,1,0,0,0,1
11800,63,26736,3,11,0,1,0,0,0,0,1
1334,54,69282,2,18,1,1,1,1,1,0,1
-14995,52,23307,3,12,0,1,1,0,0,0,1
300,42,35700,2,12,0,0,0,0,0,0,0
11900,27,112350,2,16,0,1,1,1,1,0,1
4200,54,37980,8,6,1,1,1,0,0,1,1
0,31,34500,1,12,0,0,0,0,0,0,0
0,32,6240,2,11,0,0,0,0,0,0,0
6850,40,51198,2,14,0,1,1,0,0,0,1
2660,27,40110,2,12,0,1,1,0,0,0,0
50,29,17850,7,3,0,1,1,0,0,0,1
4000,36,29160,6,12,0,1,0,0,0,0,1
253705,41,111636,4,18,0,1,0,1,1,1,1
12414,36,59112,5,12,1,1,1,1,1,0,1
50499,53,78801,2,12,1,1,1,1,1,0,1
36300,34,59232,3,16,0,0,1,1,1,0,1
-4400,46,25200,2,17,0,0,0,0,0,0,1
0,33,8670,2,13,0,1,0,0,0,0,0
4000,45,120069,4,18,0,1,1,1,0,0,1
200,38,28143,4,12,0,1,1,0,0,0,1
4660,54,37320,1,14,1,0,0,1,1,0,1
0,61,25092,4,12,0,0,0,0,0,0,1
9675,53,50439,3,12,1,1,1,0,0,1,1
100,61,4635,2,14,0,0,0,0,0,0,1
5060,53,47586,3,11,1,1,1,1,1,0,1
20000,25,33360,7,13,0,0,0,0,0,0,1
10029,30,21306,2,16,0,0,0,0,0,0,1
62030,41,57642,1,16,1,0,0,1,1,1,1
-1500,29,18516,1,18,0,0,0,0,0,0,0
0,29,18705,1,12,0,0,0,0,0,0,1
318,42,36840,4,16,0,1,1,0,0,0,0
13849,44,52476,4,12,0,1,1,1,1,0,1
72,29,51879,3,16,1,1,1,0,0,0,1
22300,62,23514,2,12,0,1,0,1,1,1,1
29000,31,48420,2,14,0,1,1,0,0,0,1
40400,26,23235,1,18,1,0,0,1,1,0,0
7229,46,18918,2,12,1,1,0,0,0,1,1
8200,38,50574,6,12,0,1,1,1,1,0,1
4200,31,21546,1,16,0,0,0,0,0,1,0
322000,62,64545,1,18,1,0,0,1,0,1,1
36,32,14997,12,12,0,1,0,0,0,0,0
-1400,27,25500,1,14,0,0,0,0,0,0,0
79699,49,51213,3,14,1,1,1,1,1,1,1
0,54,27732,2,11,1,1,0,0,0,0,1
-2364,46,12954,5,12,0,0,0,0,0,0,1
0,45,17403,8,10,0,0,0,0,0,0,0
-2400,35,47676,4,17,1,1,1,0,0,0,1
29100,35,23904,3,12,0,1,1,0,0,0,0
-5500,28,13500,1,12,0,0,0,0,0,0,0
750,46,12630,1,12,0,0,0,0,0,0,0
900,52,35409,2,6,0,1,1,0,0,1,1
10000,39,32856,4,18,0,1,0,0,0,0,1
7299,31,43005,2,12,0,1,1,0,0,1,1
5099,37,21078,1,15,1,1,0,0,0,0,1
-2000,34,7374,2,13,0,0,0,0,0,0,0
181500,47,56580,2,12,0,1,0,1,1,1,1
14999,34,51408,2,12,0,1,1,0,0,0,1
10,34,15390,1,10,0,0,0,0,0,0,0
-8653,50,37437,2,13,1,1,1,0,0,0,1
6750,28,28383,1,18,0,0,0,0,0,0,1
-3000,42,16830,7,12,0,1,0,0,0,0,1
3610,30,21780,1,13,0,1,0,0,0,0,1
-6700,33,48705,3,12,0,1,1,1,0,0,0
2610,43,25200,1,15,0,0,0,0,0,0,0
1700,60,31275,2,12,0,1,0,1,1,0,1
51299,43,85575,4,16,0,1,1,0,0,0,1
-6013,28,45252,4,15,0,1,1,0,0,0,0
47500,46,35640,1,16,1,0,0,1,0,1,0
2300,29,18168,4,10,0,0,0,0,0,0,0
-2650,36,15639,7,12,0,1,0,0,0,0,0
34879,40,55806,1,18,1,0,0,1,0,1,1
35,25,16242,4,10,1,0,0,0,0,1,0
-2900,30,31875,1,12,0,0,0,0,0,0,0
400,28,11481,1,14,0,0,0,0,0,0,0
-1175,30,16596,7,12,0,1,1,1,0,0,1
1300,37,25245,1,14,0,0,0,1,1,0,0
38400,31,41058,1,18,0,0,0,1,1,0,0
-900,28,39618,3,13,0,0,0,0,0,0,1
31971,55,123111,2,18,1,1,1,1,1,1,1
36100,29,94125,2,16,1,1,1,1,1,1,1
81323,44,51294,4,16,0,1,0,1,1,1,1
2750,36,28800,4,12,0,1,0,1,1,0,0
37049,46,44154,3,12,1,1,1,1,1,1,1
0,45,5277,3,7,0,0,0,0,0,0,0
0,59,7824,4,11,0,0,0,0,0,0,1
4000,33,31200,5,16,0,1,0,0,0,0,1
-19280,27,21729,1,12,0,0,0,1,0,0,0
82460,43,46176,3,15,0,1,1,0,0,1,1
32000,33,72960,4,12,0,1,1,1,1,0,1
1799,25,13506,1,12,0,0,0,0,0,0,0
-100,33,42183,1,14,0,0,0,0,0,0,0
27360,42,51000,5,12,0,1,0,1,1,0,1
-300,42,24336,4,12,0,1,0,0,0,0,1
1450,36,20094,4,7,0,1,1,1,1,0,1
18500,40,26910,4,13,1,1,0,1,0,0,1
2300,27,28635,1,12,0,0,0,1,1,1,0
7751,63,36633,6,11,1,1,1,0,0,1,1
0,53,13497,2,11,0,1,0,1,0,0,1
-950,37,30405,4,12,1,0,0,0,0,0,1
920,45,30240,3,14,0,0,0,0,0,0,1
-3100,46,27000,2,16,1,1,0,1,0,0,1
205,56,14730,1,11,1,0,0,0,0,0,0
-8950,29,49572,2,16,0,1,1,1,0,0,0
2600,30,24060,6,13,0,1,0,0,0,0,1
105950,54,70179,2,16,0,1,1,1,1,0,1
-38890,52,15909,5,12,0,1,0,0,0,0,1
-425,28,20148,5,12,1,1,1,0,0,0,0
162100,36,70878,4,13,0,1,1,1,0,1,1
47199,55,34248,2,17,1,0,0,0,0,0,1
175999,63,61476,2,16,0,1,1,0,0,1,1
6757,27,45654,3,12,0,1,1,0,0,0,1
8849,31,72957,2,16,0,1,1,1,1,0,1
700,42,50031,6,12,0,1,0,1,1,0,1
7499,54,19170,4,12,1,0,0,0,0,0,1
200,38,8406,3,13,0,1,0,0,0,0,1
20800,31,14760,2,12,0,1,1,0,0,0,0
16000,28,21210,3,14,0,1,1,0,0,0,1
7500,63,78750,4,18,1,1,1,0,0,0,1
21199,29,25803,1,12,0,0,0,0,0,0,0
-27770,34,17022,1,18,0,0,0,0,0,0,0
-11745,28,39642,3,18,0,1,1,0,0,0,0
-7290,32,34263,3,12,0,1,1,0,0,0,0
56919,37,37302,2,12,0,1,1,0,0,1,1
209,30,33420,4,12,0,1,1,0,0,0,0
1500,60,32481,4,12,0,1,0,0,0,0,1
-3850,48,30402,4,12,0,1,1,0,0,0,1
5850,50,37635,2,12,0,1,1,1,1,0,1
89000,49,96000,2,12,0,1,1,1,1,1,1
-2580,28,10455,2,15,0,0,0,1,1,0,0
18430,48,45618,4,14,0,1,1,0,0,1,1
53421,36,42834,4,12,0,1,0,1,1,0,1
-2150,50,24939,6,12,0,0,0,0,0,0,0
2300,32,27405,2,13,1,0,0,1,0,0,1
100,25,14790,1,12,0,0,0,0,0,0,1
-200,34,14040,1,12,0,0,0,0,0,0,0
16000,42,36600,1,18,0,0,0,0,0,0,1
100,58,16947,1,12,1,0,0,0,0,0,0
3000,26,70443,2,16,0,1,1,0,0,1,0
11400,26,15822,2,17,1,1,1,0,0,0,0
0,49,15300,1,15,0,0,0,0,0,0,0
10475,30,42780,1,18,1,0,0,1,1,0,1
63000,27,15660,3,12,0,1,0,0,0,1,1
-310,31,29637,3,14,0,1,1,1,1,0,0
44762,47,38256,2,16,1,1,1,1,0,1,1
12700,38,48996,3,15,0,1,1,1,1,1,1
1000,54,13797,1,9,1,0,0,0,0,0,1
-3364,48,22950,3,11,1,0,0,1,0,0,1
0,49,9612,2,12,0,0,0,0,0,0,0
-2000,44,36600,4,12,0,1,1,1,0,1,1
-15900,26,27693,1,16,0,0,0,1,1,0,0
-5901,28,39045,2,12,0,1,1,0,0,0,0
500,34,15330,1,10,0,0,0,0,0,0,0
0,36,25866,3,16,0,0,0,0,0,0,0
20950,38,155967,2,18,0,1,1,1,1,0,1
18613,34,56574,4,17,1,1,1,0,0,1,1
-2796,31,12816,7,10,0,1,0,0,0,0,0
4500,38,19416,2,12,1,0,0,0,0,0,0
74999,50,18186,3,12,1,0,0,0,0,0,1
276150,60,53277,2,13,0,1,0,0,0,1,1
-2025,62,9894,3,8,0,0,0,0,0,0,1
6409,28,25464,3,12,0,1,1,0,0,0,1
-88,43,25500,5,4,0,1,1,0,0,0,0
22000,29,52467,3,15,0,1,1,1,0,1,1
31075,59,36342,1,13,1,0,0,1,1,0,1
0,39,17850,6,4,0,1,0,0,0,0,0
278303,40,104502,5,16,0,1,0,1,1,1,1
-1945,29,26865,4,12,0,1,1,0,0,0,1
-383,45,29295,8,12,1,1,1,1,1,0,1
2029,53,19956,1,16,0,0,0,0,0,0,0
-13900,60,39684,1,14,1,0,0,1,1,0,0
8700,53,14124,3,10,1,0,0,0,0,1,0
-9438,33,23415,1,14,1,0,0,1,1,1,0
3000,26,39660,2,18,0,1,1,0,0,0,1
980,48,24765,1,14,0,0,0,1,1,0,1
-84151,58,13074,1,11,0,0,0,0,0,0,1
-4300,30,31086,4,12,0,1,1,0,0,0,0
5270,53,66000,2,15,0,0,0,1,1,0,0
12000,59,47700,6,16,1,1,1,1,0,0,1
2325,30,7275,1,16,0,0,0,0,0,0,1
-18000,55,13260,1,12,1,0,0,1,1,0,0
29880,49,95460,5,17,0,1,1,0,0,0,1
50,32,9144,1,12,0,0,0,0,0,0,1
0,56,14280,1,16,0,0,0,0,0,0,0
1700,42,29475,5,18,0,0,0,0,0,0,1
7234,54,98784,3,12,0,1,1,0,0,0,1
-975,34,19362,5,12,0,1,0,0,0,0,1
0,46,11640,3,8,1,0,0,0,0,0,0
16700,31,29562,1,17,0,0,0,1,1,0,0
117080,48,99600,3,16,1,1,1,1,1,1,1
62300,35,63525,1,18,0,0,0,0,0,1,0
-4569,42,51252,5,17,0,1,1,1,1,1,1
-500,55,18468,1,9,1,0,0,0,0,0,0
12340,27,17628,4,12,0,1,1,1,1,0,1
23000,38,66036,2,18,0,1,1,1,1,1,1
89900,49,23250,1,12,0,0,0,0,0,1,1
-3400,43,25500,1,14,0,0,0,0,0,0,1
2000,60,14541,3,8,0,1,0,0,0,0,0
11425,27,36639,4,14,0,1,1,0,0,1,1
180,44,26415,2,14,0,0,0,0,0,0,0
5600,39,61986,4,18,0,1,1,1,1,0,1
38149,29,44748,2,16,0,1,1,0,0,0,1
0,38,8670,7,12,0,0,0,0,0,0,0
170000,62,102744,3,13,0,1,1,0,0,1,1
34280,37,74850,3,12,1,1,1,1,1,0,0
-500,36,12444,4,8,0,1,0,0,0,0,0
0,35,12240,1,11,0,0,0,0,0,0,1
2312,60,14181,1,12,0,0,0,1,1,0,1
3599,54,19020,1,9,1,0,0,0,0,0,0
150,44,21099,3,12,1,0,0,1,0,0,1
125599,44,77730,4,12,0,1,1,0,0,1,1
0,43,7140,3,12,0,0,0,0,0,0,0
8600,34,70590,2,12,0,1,1,1,1,0,1
34000,39,45420,1,13,0,0,0,0,0,0,0
-6000,49,31944,2,13,1,0,0,0,0,0,1
-2490,40,20220,1,12,0,0,0,0,0,0,0
26000,45,69552,4,18,1,1,1,0,0,0,1
32900,40,54204,3,18,1,1,1,0,0,0,1
20000,41,12291,5,13,0,1,1,1,1,0,1
-5750,57,35418,5,13,0,1,0,0,0,0,1
6200,41,28392,4,12,0,1,1,0,0,1,1
202075,29,148770,2,16,1,1,1,1,1,1,1
6800,31,90996,1,18,0,0,0,1,1,1,0
9181,33,57228,4,12,0,1,0,1,0,0,0
18700,51,30030,3,12,1,0,0,0,0,1,1
25449,56,33717,2,12,0,1,1,1,1,1,1
50,39,10500,3,12,0,1,0,0,0,0,0
68449,41,54075,1,18,0,0,0,1,1,0,1
-9000,33,109608,4,18,0,1,1,0,0,0,1
25650,33,46140,5,12,0,1,0,0,0,1,1
-1900,52,22995,1,12,1,0,0,0,0,0,0
9770,33,50862,4,10,0,1,0,0,0,1,1
428,64,21657,2,8,0,1,0,0,0,0,1
2700,31,16527,1,12,0,0,0,0,0,0,0
28100,44,65976,3,13,0,1,1,1,1,0,1
-5520,42,27105,2,14,1,0,0,1,1,0,1
43999,42,33336,5,13,0,1,0,1,1,1,1
600,51,20496,1,12,1,0,0,0,0,0,0
-13092,26,55311,2,18,1,1,1,0,0,0,0
2725,25,15390,1,17,0,0,0,0,0,0,0
15000,58,52590,2,16,0,1,1,0,0,0,1
230097,48,71928,4,16,0,1,1,0,0,1,1
-5055,59,9078,2,6,0,1,0,0,0,0,1
840,34,56058,3,12,1,1,1,1,1,0,1
5399,51,24048,2,12,0,1,1,1,1,0,1
23397,26,63432,2,12,0,1,1,0,0,1,1
5800,33,21720,1,15,1,0,0,1,0,0,1
9200,61,18759,1,12,1,0,0,0,0,0,1
420,41,16740,2,11,1,0,0,0,0,0,0
20348,45,27786,3,12,0,1,1,0,0,0,1
11000,43,45549,1,18,1,0,0,0,0,1,1
34000,64,19374,2,12,0,1,1,0,0,1,1
22227,38,35247,1,12,1,0,0,0,0,1,0
90090,48,70263,4,12,0,1,0,1,1,0,1
450,36,20400,4,12,0,1,0,1,1,0,1
-143500,34,63600,1,17,0,0,0,0,0,0,0
-6600,50,19965,1,13,0,0,0,0,0,1,0
0,49,12084,1,12,0,0,0,1,0,0,1
36500,46,58317,3,18,0,1,1,1,0,1,1
-331,27,16056,4,11,0,1,0,0,0,0,1
-5900,29,41886,2,1,1,1,1,1,1,0,1
-9600,34,13509,3,11,0,1,0,0,0,0,1
-7750,25,37200,1,16,0,0,0,0,0,0,0
-3400,31,19302,1,17,1,0,0,1,0,0,1
32000,44,70125,2,16,0,0,0,1,1,1,1
384150,63,70779,3,16,0,1,0,1,1,1,1
0,30,10932,4,12,0,1,0,0,0,0,0
-613,43,26877,3,8,0,1,1,1,0,0,0
-6994,45,35565,3,12,0,0,0,0,0,0,0
-1500,46,96060,1,12,0,0,0,0,0,0,0
1449,33,42660,3,12,0,1,1,1,0,0,1
56290,56,24843,4,12,0,1,0,1,1,1,1
5000,56,31131,3,12,0,1,1,1,1,0,1
25885,49,13530,2,12,0,0,0,1,1,1,1
-959,31,20418,4,12,0,1,0,0,0,0,0
6180,32,63207,2,17,0,1,1,1,1,0,1
1999,30,28356,4,12,0,1,0,0,0,0,0
12499,54,39150,1,16,1,0,0,0,0,0,1
61000,32,59667,2,18,0,1,1,1,1,0,1
58950,50,45453,3,16,1,0,0,1,1,1,1
-6640,35,35124,2,15,0,0,0,1,1,0,0
-4928,33,33180,5,13,0,1,1,0,0,0,1
300,41,49980,5,12,0,1,1,0,0,0,0
-8400,31,46800,3,16,0,1,1,0,0,0,0
15,46,7638,4,13,0,0,0,0,0,0,0
17149,54,50409,1,18,0,0,0,0,0,1,0
-14160,37,37407,1,16,1,0,0,1,0,1,0
36270,56,47790,3,12,1,1,1,1,1,1,1
3899,33,32160,4,10,0,1,1,0,0,0,0
5290,52,47295,2,13,1,1,1,0,0,1,1
-2400,38,22776,4,12,0,1,0,0,0,0,1
450,27,44400,3,12,0,1,1,1,1,0,0
-21450,41,26901,2,15,0,0,0,0,0,0,0
-2710,25,21813,4,14,0,1,1,0,0,0,0
10199,57,17988,3,11,0,1,1,0,0,0,1
10000,42,38343,4,12,0,1,1,0,0,0,1
-9345,44,48339,6,12,1,1,1,1,0,0,1
79757,55,38679,1,12,1,0,0,0,0,1,1
-5600,45,55986,6,13,1,1,1,1,0,0,0
169800,53,44277,1,17,1,0,0,1,1,1,0
-9500,46,25773,2,12,0,1,1,0,0,0,1
-4135,29,19206,5,12,0,1,0,0,0,0,0
2550,36,77940,4,15,0,1,1,0,0,0,1
79500,41,89952,4,18,1,1,1,1,1,1,1
15,47,12240,1,11,0,0,0,0,0,0,0
131850,51,59907,5,16,0,1,0,1,1,1,1
14,25,3723,2,12,0,0,0,0,0,0,1
3900,25,18846,1,18,0,0,0,0,0,0,0
84050,52,48639,5,14,0,0,0,1,1,0,1
15000,40,28650,4,12,0,1,1,0,0,1,1
-1801,31,31971,4,12,0,1,1,1,0,0,1
-210,62,9213,1,7,0,0,0,0,0,0,1
54200,52,50220,4,12,1,1,1,1,1,0,1
-11900,39,7470,1,12,1,0,0,0,0,0,0
24217,50,54540,4,12,1,1,1,1,1,1,1
-3980,36,30480,1,16,0,0,0,0,0,1,1
2280,41,29706,2,16,1,0,0,1,1,0,1
28499,43,52260,5,14,0,1,0,0,0,1,0
100,31,10755,1,12,0,0,0,0,0,0,0
-1800,35,28470,6,13,0,1,1,1,0,0,1
3710,42,24237,1,12,0,0,0,1,1,0,0
8000,28,71259,2,16,0,1,1,0,0,0,1
6000,37,18030,1,12,1,1,0,1,1,0,0
-5201,27,19290,3,12,0,1,0,0,0,0,1
13000,58,36000,7,12,0,1,0,1,1,0,1
3400,34,33270,4,12,1,1,1,1,1,0,0
14499,48,36900,1,18,0,0,0,1,0,0,1
1960,31,17649,1,16,0,0,0,0,0,0,0
954,57,23079,1,12,0,0,0,1,1,0,1
-2650,28,20529,1,12,1,0,0,1,0,0,0
2000,36,24441,2,14,1,0,0,0,0,0,0
96200,39,62763,2,16,0,1,1,1,0,1,1
25600,49,25770,1,12,1,0,0,1,1,0,1
3200,42,73722,5,12,1,1,1,1,1,0,1
10200,36,33960,13,4,0,1,0,1,1,0,0
38177,60,39393,2,11,0,1,0,0,0,1,1
0,46,18000,3,12,0,1,0,0,0,0,0
-437,28,22623,1,16,1,0,0,0,0,0,1
26499,49,7209,1,16,1,0,0,1,1,0,0
35,25,9666,1,12,1,0,0,1,0,0,1
20649,58,20235,2,10,0,1,0,0,0,1,1
-600,47,7419,1,6,0,0,0,0,0,0,0
-7524,37,50304,4,13,0,1,0,0,0,0,0
0,34,38640,1,12,1,0,0,1,0,0,0
5,34,17550,1,16,1,0,0,1,0,0,0
-5301,52,51060,5,14,0,1,1,1,0,0,1
-2800,33,62808,3,16,1,1,1,0,0,0,1
-5774,44,12501,2,14,0,0,0,0,0,0,1
398,41,38844,4,12,0,1,1,0,0,0,0
53749,52,35424,3,12,0,1,0,1,0,0,1
19600,31,36936,1,16,0,0,0,1,1,0,0
1000,28,25200,1,12,0,0,0,0,0,0,0
-100,51,16968,4,13,1,0,0,0,0,0,1
8999,58,13404,1,11,0,0,0,0,0,1,1
-13325,34,33669,3,12,0,0,0,1,0,0,1
8460,26,24300,1,12,0,0,0,0,0,0,1
14200,51,58338,4,12,0,1,1,1,1,1,1
22999,40,37827,5,13,0,1,1,1,1,0,1
-1150,37,17760,4,12,1,1,0,0,0,0,1
100,38,6879,1,12,0,0,0,0,0,0,0
-5075,52,31998,2,12,1,1,1,1,0,0,0
-3798,35,26319,3,12,0,1,1,0,0,0,0
15999,55,22740,7,4,0,1,0,0,0,0,1
-2900,33,24606,2,12,1,1,1,0,0,0,1
-16700,35,65010,4,14,0,1,1,0,0,0,0
-3100,29,25908,3,13,0,1,0,1,0,0,1
7700,59,45270,2,12,1,1,0,1,0,0,1
26549,60,27420,2,11,0,1,0,0,0,1,1
30299,55,23160,4,12,0,0,0,0,0,1,1
28361,37,41439,1,14,0,0,0,1,1,0,0
54000,42,46659,1,17,0,0,0,1,1,1,1
2100,26,16203,1,14,1,0,0,1,0,0,0
24,25,14661,1,10,0,0,0,0,0,0,0
-1111,31,50520,3,13,0,1,1,1,0,0,1
600,48,19152,2,12,1,0,0,1,0,0,0
-1984,40,16800,2,10,0,0,0,0,0,0,1
31000,59,13170,1,12,1,0,0,0,0,1,1
-10100,35,17400,1,16,1,0,0,0,0,0,0
52850,52,51030,3,13,1,1,0,0,0,1,1
-6355,25,35700,1,16,0,0,0,0,0,0,0
11000,61,28050,2,16,0,1,0,0,0,1,1
-6401,44,25188,2,13,1,0,0,0,0,0,0
15614,32,54183,2,16,1,1,1,1,1,0,0
-3675,46,44553,2,13,1,1,1,1,1,0,1
-600,27,64980,1,13,1,0,0,0,0,0,0
-700,34,22800,2,12,0,0,0,0,0,0,0
55798,52,56514,2,18,0,0,0,0,0,1,1
120248,33,146076,2,16,1,1,1,1,1,1,1
20283,63,27540,2,12,0,1,0,0,0,0,1
20700,38,33576,4,10,0,1,0,0,0,0,1
-150,33,13326,5,10,0,1,1,0,0,0,1
38000,40,68271,4,17,0,1,1,1,1,1,1
-226,43,10560,3,11,0,0,0,0,0,0,1
17600,60,23109,2,13,0,1,0,0,0,1,1
-2571,39,53565,3,12,0,1,1,0,0,0,1
2000,46,48858,4,8,0,1,1,0,0,0,1
-11700,37,56529,2,12,1,1,1,0,0,0,1
14538,48,115527,3,15,1,1,1,1,0,1,1
-680,34,21810,5,10,1,1,1,1,1,0,1
-14700,35,66225,4,12,0,1,1,1,0,0,1
-1150,54,24318,6,2,0,1,0,0,0,0,0
-11641,33,33849,5,12,0,1,0,1,1,0,1
-3253,39,47754,7,14,0,1,1,1,1,0,0
400,33,25326,4,10,0,1,0,0,0,0,0
-9700,34,26985,2,13,1,0,0,0,0,0,1
-494,51,29235,2,13,1,1,1,0,0,0,1
1600,28,29427,6,16,0,1,1,0,0,0,1
19800,36,23409,2,12,1,0,0,1,1,1,1
7700,33,32514,4,18,0,1,1,0,0,1,1
-1200,25,10200,1,15,0,0,0,0,0,0,0
828,47,44838,3,11,0,1,1,1,1,0,1
3999,28,25815,3,18,0,1,0,0,0,0,0
16750,36,64815,3,16,1,1,1,1,1,0,1
2119,42,31596,4,12,0,1,0,1,1,0,1
16500,59,39681,3,12,0,1,0,0,0,1,1
0,39,42777,2,7,0,1,1,0,0,0,0
1800,52,27939,7,7,1,0,0,0,0,0,1
12818,36,43437,3,16,1,1,1,1,1,1,1
300,27,32040,4,12,0,1,1,0,0,0,0
1000,32,27570,3,13,0,1,0,0,0,0,0
-4475,29,43173,4,16,0,1,0,0,0,0,1
51925,36,57630,6,16,0,1,1,0,0,1,1
6599,40,65844,3,17,0,1,1,1,0,1,1
-1000,30,14625,1,12,0,0,0,0,0,0,0
14550,27,62895,2,13,0,1,1,1,1,1,1
-2347,41,21000,1,14,1,0,0,1,0,0,0
50,29,16800,3,11,0,0,0,0,0,0,0
67100,54,49272,2,12,1,1,1,1,1,1,1
5748,51,20193,2,13,1,1,0,0,0,0,1
2427,40,64044,2,16,1,0,0,1,1,0,0
-3496,35,50850,4,13,0,1,1,0,0,0,1
17407,38,99330,3,18,1,1,1,0,0,1,1
0,37,31830,5,12,0,1,1,0,0,0,1
30740,53,31350,1,12,0,0,0,1,1,1,1
21000,58,30528,1,17,0,0,0,0,0,0,0
-1900,29,12216,1,16,0,0,0,0,0,0,0
22049,47,25383,1,12,1,0,0,1,1,1,1
4975,47,63450,4,16,0,1,1,1,0,1,1
12650,32,24624,4,14,0,1,0,0,0,1,1
-440,33,24516,5,11,0,1,1,0,0,0,0
0,45,9960,4,12,0,1,1,0,0,0,0
89774,61,29982,1,12,0,0,0,0,0,1,0
-3146,38,36654,4,11,0,1,1,0,0,0,1
2500,39,45717,4,17,0,0,0,1,0,0,0
57,33,19767,3,13,0,1,1,0,0,0,0
3761,51,17496,3,12,1,0,0,1,1,0,1
10960,42,34764,3,18,0,0,0,1,1,1,1
-1855,34,47754,4,12,0,1,1,0,0,0,1
26900,37,49650,5,16,0,1,1,0,0,1,1
-170,27,14400,1,12,0,0,0,1,1,0,0
0,36,6240,4,7,0,0,0,0,0,0,1
600,30,24210,1,16,0,0,0,1,1,0,0
2475,33,35400,2,12,0,0,0,0,0,0,1
2000,54,59346,2,11,0,1,0,0,0,0,1
27299,51,75162,2,13,0,1,1,0,0,1,1
-3651,31,19812,6,12,0,1,0,0,0,0,1
0,30,8415,2,12,0,0,0,0,0,0,0
40,51,23460,3,12,0,1,1,0,0,0,0
-8195,28,27246,4,14,0,1,1,0,0,0,0
22850,41,26856,3,12,0,1,1,0,0,0,1
-1150,29,24792,2,13,0,0,0,0,0,0,0
6971,32,74862,3,18,1,1,1,0,0,1,1
13239,62,30429,2,13,0,1,0,0,0,0,1
-4700,37,28134,3,13,0,1,0,0,0,0,0
63499,46,78654,4,16,0,1,0,1,0,1,1
73999,61,31017,1,12,1,0,0,1,1,1,1
8709,64,34536,2,8,0,1,0,1,0,0,1
5500,40,39828,4,12,0,1,0,1,0,0,1
25437,62,22974,2,12,0,1,1,0,0,0,1
-2400,54,61692,3,12,0,1,1,0,0,1,1
1815,29,20490,1,12,0,0,0,0,0,0,1
16247,50,71205,2,17,1,1,1,1,1,0,1
18576,40,45693,2,16,0,1,1,1,1,1,0
15500,54,31008,2,14,0,1,1,0,0,1,1
132671,52,38832,2,17,0,0,0,0,0,1,1
30900,47,22542,3,12,0,1,1,1,0,1,1
